movieId,title
42015,Casanova
42197,Keeping Mum
42634,Boys Don't Cry (Chlopaki nie placza)
42710,Ted Bundy
43556,Annapolis
43608,Panic in Year Zero!
44124,Every Man for Himself (Slow Motion) (Sauve qui peut (la vie))
44187,"Prince & Me II: The Royal Wedding, The"
44317,Kummeli Stories
44397,"Hills Have Eyes, The"
44399,"Shaggy Dog, The"
44595,Resurrection
44657,Mouchette
44663,"Caiman, The (Il caimano)"
44724,Urban Legends: Bloody Mary
44763,"Brothers Lionheart, The (Bröderna Lejonhjärta)"
44800,Fragile
44856,"Curse of the Werewolf, The"
44900,Beauty and the Bastard (Tyttö sinä olet tähti)
44931,Secrets of a Soul (Geheimnisse einer Seele)
45028,"Prairie Home Companion, A"
45100,Battle in Heaven (Batalla en el cielo)
45259,Man Push Cart
45382,Down in the Valley
45501,"Break-Up, The"
45508,Wah-Wah
45521,Wassup Rockers
45578,"Earth Is a Sinful Song, The (Maa on syntinen laulu)"
45664,"King, The"
45728,Clerks II
46034,Mountain Patrol (Kekexili)
46115,Forever Mine
46194,Adam & Steve
46322,Jet Li's Fearless (Huo Yuan Jia)
46604,Curse of the Pink Panther
46855,Army of Shadows (L'armée des ombres)
46912,Memento Mori (Yeogo goedam II)
46961,Death of a Bureaucrat (La muerte de un burócrata)
46974,World Trade Center
47099,"Pursuit of Happyness, The"
47131,Leaves from Satan's Book (Blade af Satans bog)
47348,George Lucas in Love
47455,Executioners (Xian dai hao xia zhuan)
47465,Tideland
47491,Adam's Apples (Adams æbler)
47774,"Icicle Thief, The (Ladri di saponette)"
47880,Breaking Out (Vägen ut)
48001,"Bow, The (Hwal)"
48059,"Boy Named Charlie Brown, A"
48530,"Hawaii, Oslo"
48555,Dr. Cyclops
48584,Ellie Parker
48700,Marie Antoinette
48783,Flags of Our Fathers
48877,Saw III
49220,For Your Consideration
49263,Fuck
49278,Déjà Vu (Deja Vu)
49291,I Wake Up Screaming
49615,Triad Election (Election 2) (Hak se wui yi wo wai kwai)
49651,Rocky Balboa
49691,Zombie Honeymoon
49735,Another Gay Movie
49766,"Man Who Never Was, The"
49769,Something Wild
49856,"Page Turner, The (Tourneuse de pages, La)"
49872,Loose Change: Second Edition
49902,"Decameron, The (Decameron, Il)"
49926,"Intruder, The (L'intrus)"
49973,Children Shouldn't Play with Dead Things
50151,Home of the Brave
50153,Code Name: The Cleaner
50183,Loving Annabelle
50440,Primeval
50601,Bridge to Terabithia
50610,Beer League
50940,Murk (Mørke)
51082,Tyler Perry's Daddy's Little Girls
51357,Citizen X
51540,Zodiac
51562,Babylon 5: The Gathering
51575,Wild Hogs
51911,"Fugitive Kind, The"
52108,It's Impossible to Learn to Plow by Reading Books
52227,"Darwin Awards, The"
52443,Origin: Spirits of the Past (Gin-iro no kami no Agito)
52448,Goya's Ghosts
52670,"Harvest, The"
52712,"Invisible, The"
52831,Maniac Cop
52885,Paprika (Papurika)
52913,Sylvia Scarlett
52956,One Nite In Mongkok (Wong gok hak yau)
52973,Knocked Up
53022,Wheels on Meals (Kuai can che)
53038,Red Dust
53138,"Librarian: Return to King Solomon's Mines, The"
53140,"Librarian: Quest for the Spear, The"
53207,88 Minutes
53326,Them (Ils)
53435,Hostel: Part II
53574,"TV Set, The"
53584,"Mistress of Spices, The"
53600,In Your Hands (Forbrydelser)
53857,Alan & Naomi
53996,Transformers
54176,No Time For Sergeants
54190,Across the Universe
54248,A Dog's Breakfast
54278,Underdog
54445,"All the Way Boys (Più forte, ragazzi!)"
54542,Command Decision
54561,Abraham
54612,Resurrecting the Champ
54872,Keoma
54995,Planet Terror
55040,Bitter Rice (Riso amaro)
55116,"Hunting Party, The"
55190,Love and Other Disasters
55205,Interview
55253,"Lust, Caution (Se, jie)"
55269,"Darjeeling Limited, The"
55272,We Own the Night
55419,I'm Reed Fish
55485,Fugitive Pieces
55517,I Want Someone to Eat Cheese With
55553,Black Sheep
55737,Flight of the Living Dead
55740,Last Hero in China (Wong Fei Hung ji Tit gai dau ng gung)
55851,Crazy Love
56006,Ever Since the World Ended
56026,5ive Girls
56095,XXY
56508,Starting Out in the Evening
56620,"Deaths of Ian Stone, The"
56626,Robin Hood
56651,Seduced and Abandoned (Sedotta e abbandonata)
57041,Santa Claus Conquers the Martians
57418,"Rachel, Rachel"
57538,Over Her Dead Body
57640,Hellboy II: The Golden Army
57754,Bamako
57848,Canvas
57854,The Count of Monte Cristo
57970,U2 3D
58029,It's a Free World...
58078,"Air I Breathe, The"
58084,Street Thief
58107,Step Up 2 the Streets
58146,Witless Protection
58246,Grace Is Gone
58293,"10,000 BC"
58432,What Just Happened
58439,Downhill Racer
58494,Married Life
58649,Napoléon
59065,Chapter 27
59074,"Thief Who Came to Dinner, The"
59116,Virgin Territory
59138,Bernard and Doris
59143,Super High Me
59178,Tarzan Escapes
59180,Tarzan Finds a Son!
59501,"Chronicles of Narnia: Prince Caspian, The"
59680,One Hour with You
59861,"World Moves On, The"
59912,My Brother Is an Only Child (Mio fratello è figlio unico)
59960,Warlock
60141,St. Trinian's
60143,Oliver Twist
60314,Cheyenne Autumn
60487,"It's the Great Pumpkin, Charlie Brown"
60494,Borderline
60566,Just Another Love Story (Kærlighed på film)
60609,Death Note
60618,Moving McAllister
60625,"Tall T, The"
60745,Blast of Silence
60753,Felon
60880,"Family Game, The (Kazoku gêmu)"
60981,Fist of the North Star
60992,"Moment to Remember, A (Nae meorisokui jiwoogae)"
61004,Year of the Gun
61041,"Take, The"
61108,Bathory
61123,High School Musical 2
61236,Waltz with Bashir (Vals im Bashir)
61317,Feed
61373,"Woman in Black, The"
61816,Import/Export
61961,On the Beach
62115,Six Shooter
62277,KM 31: Kilometro 31
62474,Adios Sabata
62511,"Synecdoche, New York"
62553,"Secret Life of Bees, The"
62644,"Wave, The (Welle, Die)"
63181,Tokyo Gore Police (Tôkyô zankoku keisatsu)
63446,"Christmas Tale, A (Un conte de Noël)"
63481,Soul Men
63698,Three Monkeys (Üç maymun)
63788,"Dirty Dozen: Next Mission, The"
63826,Splinter
63853,Australia
64099,Stuff and Dough (Marfa si banii)
64280,Hospital
64620,Frost/Nixon
64921,Arabian Nights
64953,"Dirty Dozen, The: The Fatal Mission"
65193,Wild Child
65293,Satan Met a Lady
65357,House of Sand (Casa de Areia)
65518,"Dungeonmaster, The"
65614,Island in the Sun
65640,Model
65642,"Timecrimes (Cronocrímenes, Los)"
65669,"Streaks, The (Pregi)"
65840,Where Is Fred!? (Wo ist Fred?)
65894,Fear[s] of the Dark (Peur[s] du noir)
65939,Kummeli Goldrush (Kummeli kultakuume)
66140,Blackout
66200,Two Lovers
66389,AmericanEast
66509,Funny People
66549,Going to Kansas City
66659,Tyler Perry's Madea Goes to Jail
66785,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom)"
66801,Crips and Bloods: Made in America
66811,Glenn Killing på Berns
66927,Tokyo.Sora
67087,"I Love You, Man"
67193,Duplicity
67316,"Children of Leningradsky, The"
67356,Insanitarium
67457,Naked Fear
67801,Revanche
67839,"Lucky Ones, The"
67847,Cialo
68161,"Lawless Breed, The"
68175,"Magic of Méliès, The (magie Méliès, La)"
68273,Amazing Journey: The Story of The Who
68590,Horrorvision
68855,Montana
69027,OSS 117 - Lost in Rio (OSS 117: Rio ne répond plus)
69134,Antichrist
69213,"Ranma ½: Big Trouble in Nekonron, China (Ranma ½: Chûgoku Nekonron daikessen! Okite yaburi no gekitô hen)"
69241,Berlin Alexanderplatz
69269,Salaam Namaste
69436,Year One
69442,Pekka ja Pätkä neekereinä
69444,5 Against the House
69489,How I Unleashed World War II (Jak rozpetalem II wojne swiatowa)
69506,Luther the Geek
69542,K2
69674,"Mob, The"
69712,My Sister's Keeper
69784,Brüno (Bruno)
69803,Pinchcliffe Grand Prix (Flåklypa Grand Prix)
69844,Harry Potter and the Half-Blood Prince
69988,Humpday
69995,Tokyo Sonata
70088,Jonathan Livingston Seagull
70102,One Week
70293,Julie & Julia
70334,Hannah Montana: The Movie
70497,Stone of Destiny
70562,"Ramen Girl, The"
70593,Dillinger and Capone
70649,A City of Sadness
70656,Harvard Beats Yale 29-29
70703,Christopher Columbus: The Discovery
70751,Little Richard
70792,Vengeance Valley
70849,"Doulos, Le"
70864,Botched
70970,Good
71114,Brain Drain
71147,Death of a Cyclist (Muerte de un ciclista)
71201,Return Of The Ghostbusters
71322,Forbidden Fruit (Kielletty hedelmä)
71357,Turn Left at the End of the World (Sof Ha'Olam Smola)
71386,"Forever, Darling"
71404,"3 Worlds of Gulliver, The"
71429,World's Greatest Dad
71486,Clubbed
71573,Whiteout
71575,Rudo y Cursi (Rough and Vulgar)
71619,Coco Before Chanel (Coco avant Chanel)
71697,Our Daily Bread
71823,"New York, I Love You"
71840,"Flame and the Arrow, The"
72016,EXPO: Magic of the White City
72096,"Collector, The (Komornik)"
72212,100 Men and a Girl (One Hundred Men and a Girl)
72228,Creation
72356,Partly Cloudy
72514,Straight from the Barrio (Talento de barrio)
72593,Ticker
72668,Torrente 2: Misión Marbella
72714,Earthlings
72784,Link
72842,Pentathlon
72915,Duo (Pas de deux)
72958,Mum & Dad
73002,Hard Luck
73008,"Officer's Ward (chambre des officiers, La)"
73099,"Profit, The"
73111,There Was a Crooked Man...
73194,"Whole Night, A (Toute une nuit)"
73270,"Milk of Sorrow, The (Teta asustada, La)"
73386,Staten Island
73413,My One and Only
73457,Flavor of Green Tea Over Rice (Ochazuke no aji)
73511,Horsemen
73630,One Way Passage
73772,"Long Day Closes, The"
73826,Violence at Noon (Hakuchu no torima)
73870,"Thaw, The"
74127,Shriek of the Mutilated
74129,Four Eyed Monsters
74204,Mad Detective (Sun taam)
74257,"Ambulance, The"
74342,"Captain Newman, M.D."
74480,"Other End of the Line, The"
74488,Ondine
74504,Letters to Father Jacob (Postia pappi Jaakobille)
74510,"Girl Who Played with Fire, The (Flickan som lekte med elden)"
74512,Steal This Film
74532,Cop Out
74668,District 13: Ultimatum (Banlieue 13 - Ultimatum)
74740,Fermat's Room (La habitación de Fermat)
74868,Dorian Gray
74870,That Sinking Feeling
75940,"Seventh Veil, The"
76085,Trash
76117,"King and the Clown, The (Wang-ui namja)"
76137,Lumiere and Company (Lumière et compagnie)
76151,Zizek!
76182,Rockabilly Vampire
76293,Date Night
76709,Spider-Man: The Ultimate Villain Showdown
76772,Carne
76816,Daisy
77184,Hot Millions
77204,Sahara
77206,Diary of a Wimpy Kid
77353,Achilles and the Tortoise (Akiresu to kame)
77721,Deathdream (a.k.a. Dead of Night)
77788,"Good Heart, The"
77804,Adios Amigo
77833,Armadillo
77896,Gold
77944,Art & Copy
77985,Father and Son (Otets i syn)
78101,Life After Tomorrow
78247,"Drawn Together Movie: The Movie!, The"
78251,Friendship!
78270,May Fools (Milou en mai)
78358,"Go, Go Second Time Virgin (Yuke yuke nidome no shojo)"
78488,Dhoondte Reh Jaoge
78637,Shrek Forever After (a.k.a. Shrek: The Final Chapter)
78679,"Killer Inside Me, The"
78739,One of Our Aircraft Is Missing
78858,Dream Wife
78903,State of Siege (État de siège)
79029,Kurt Cobain About a Son
79038,"Gazebo, The"
79057,Predators
79081,Hell and High Water
79094,So Proudly We Hail!
79132,Inception
79134,Grown Ups
79136,Thirst
79191,Roadracers
79207,Fear City
79213,Sade
79230,"Yellow Handkerchief, The"
79236,Yumeji
79276,"Pont du Nord, Le"
79281,Windy Day (Tuulinen päivä)
79318,Winnebago Man
79333,Watch Out for the Automobile (Beregis avtomobilya)
79395,"Silver Chalice, The"
79473,"Olivier, Olivier"
79494,Safe Sex
79496,Restless (Uro)
79523,"Man from London, The (A Londoni férfi)"
79539,Here and There (Tamo i ovde)
79653,North West Mounted Police
79677,"Two Escobars, The"
79914,Centre Stage: Turn It Up
79994,"Wild Grass (Herbes folles, Les)"
80033,"President's Man, The"
80124,Sisters (Syostry)
80206,Dirty Ho (Lan tou He)
80258,"Moon Is Blue, The"
80350,Vampires Suck
80363,Resident Evil: Afterlife
80463,"Social Network, The"
80500,Fear Me Not (Den du frygter)
80560,Blue Gold: World Water Wars
80584,"Patrik Age 1.5 (Patrik 1,5)"
80590,Wall Street: Money Never Sleeps
80748,Alice in Wonderland
80763,Saint John of Las Vegas
80792,Southbounders
80831,Let Me In
80846,Devil
80848,Looking for Cheyenne
80917,Monsters
80924,Where the Red Fern Grows
80980,Countdown
81046,Martha
81191,Waiting for 'Superman'
81204,"Disappeared, The"
81225,Jerry Springer: The Opera
81305,Eyes Wide Open (Einayim Petukhoth)
81357,"Pear Tree, The (Derakhte Golabi)"
81393,Drum
81443,Counsellor at Law
81445,Daughter from Danang
81512,Hereafter
81568,"Fuehrer's Face, Der"
81591,Black Swan
81639,Jack Goes Boating
81688,Habit
81708,Four Nights with Anna (Cztery noce z Anna)
81751,Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat)
81782,Unstoppable
81823,Katalin Varga
81979,"Monk and the Fish, The (Le moine et le poisson)"
82005,"Extra Man, The"
82022,"Reef, The"
82037,"Tillman Story, The"
82043,Little Red Flowers (Kan shang qu hen mei)
82186,It's Alive 2: It Lives Again
82209,Chatroom
82302,Dillinger Is Dead (Dillinger è morto)
82420,Pray the Devil Back to Hell
82461,Tron: Legacy
82467,Forever Amber
82525,Nömadak TX
82669,"Night Train Murders (Last Stop on the Night Train) (Ultimo treno della notte, L')"
82701,Life Is All You Get (Das Leben ist eine Baustelle.)
82744,Faster
82749,Pigs and Battleships (Hogs and Warships) (The Flesh Is Hot) (Buta to gunkan)
82834,Elena and Her Men (Paris Does Strange Things) (Elena et les hommes)
83134,Tucker & Dale vs Evil
83138,Erasing David
83189,Merrill's Marauders
83193,Early Spring (Soshun)
83219,"Pixar Story, The"
83359,"Play House, The"
83411,Cops
83577,Spy in Black
83789,Siete minutos (Seven Minutes)
83809,Russell Peters: Outsourced
83831,"Story of Dr. Wassell, The"
83912,Frankie and Alice
84017,2012: Time for Change
84148,Five
84162,"One and Only, The"
84248,"Organizer, The (I compagni)"
84387,Boogie Woogie
84450,Tale of Cinema (Geuk jang jeon)
84485,Riot in Cell Block 11
84496,Nickelodeon
84510,Belphecor: Curse of the Mummy (Belphégor - Le fantôme du Louvre)
84525,Virus X
84730,Army of Crime (L'armée du crime)
84736,Tuareg: The Desert Warrior (Tuareg - Il guerriero del deserto)
84740,Open House
84777,All the Colors of the Dark
84796,"8 Diagram Pole Fighter, The (a.k.a. Invincible Pole Fighter) (Wu Lang ba gua gun)"
84836,"Spiders, Part 2: The Diamond Ship, The (Die Spinnen, 2. Teil - Das Brillantenschiff)"
84859,"Cold Light of Day, The"
84886,"Rothschilds, The (Die Rothschilds)"
84894,Run of the Arrow
84972,God on Trial
85007,Happythankyoumoreplease
85211,Norwegian Wood (Noruwei no mori)
85215,Ninja Cheerleaders
85275,Uncounted: The New Math of American Elections
85284,Anna Madelina (Ngon na ma dak lin na)
85362,Herb & Dorothy
85365,"Wildest Dream, The"
85414,Source Code
85440,Smilin' Through
85540,Essential Killing
85686,Breathing Room
85790,Meek's Cutoff
85955,"Swimsuit Issue, The (Allt flyter)"
85985,Artois the Goat
86204,I Became a Criminal (They Made Me a Fugitive)
86206,Dark City
86298,Rio
86332,Thor
86382,Saint Jack
86418,City Streets
86438,Laaga Chunari Mein Daag: Journey of a Woman
86548,Water for Elephants
86576,"Light Bulb Conspiracy, The"
86606,Tracker
86653,"Sky's the Limit, The"
86723,"Parking Lot Movie, The"
86791,Invitation to the Dance
86815,Soul Surfer
86856,To the Shores of Tripoli
86860,Black Fury
86866,Godzilla Raids Again (Gojira no gyakushû)
86882,Midnight in Paris
86947,Van Diemen's Land
87028,"Roommate, The"
87166,Stolen (Stolen Lives)
87170,Zombie Girl: The Movie
87197,Let the Bullets Fly
87210,Wake
87279,Brotherhood
87300,Eyes of the Mothman
87306,Super 8
87330,"Target Shoots First, The"
87507,Suez
87556,Jacqueline Susann's Once Is Not Enough
87562,"Prizefighter and the Lady, The"
87697,Shoppen
87702,Every Night Dreams (Each Night I Dream) (Yogoto no yume)
87721,Meat Love
87882,De Dana Dan
87954,In Old Arizona
87960,Between the Folds
88005,Laws of Gravity
88135,"Kind of Loving, A"
88194,Forget Me Not
88301,Beverly Hills Chihuahua 2
88380,Dylan Dog: Dead of Night
88448,Paper Birds (Pájaros de papel)
88488,"Summer Wishes, Winter Dreams"
88674,Edison Kinetoscopic Record of a Sneeze
88726,"Petits ruisseaux, Les"
88837,"Trotsky, The"
88889,From Beijing with Love
88925,Soloalbum
89007,Recollections of the Yellow House (Recordações da Casa Amarela)
89014,Passing Fancy (Dekigokoro)
89016,What Did the Lady Forget? (Shukujo wa nani o wasureta ka)
89043,"Classic, The (Klassikko)"
89145,William Vincent (Shadows and Lies)
89285,Keep Walking (Camminacammina)
89327,Love Ranch
89343,Red State
89371,Raging Phoenix (Deu suay doo)
89373,Ceremony
89375,Sympathy for Delicious
89485,"Maze, The"
89535,"Havre, Le"
89730,"Children of Glory (Szabadság, szerelem)"
89769,"Romantic Englishwoman, The"
89778,Littlerock
89780,Sherlock Holmes
89840,Killer Elite
89910,"Housewarming (Travaux, on sait quand ça commence...)"
89945,BlinkyTM
90007,Ghost from the Machine
90011,Wrestling (Bræðrabylta)
90068,Zaat
90112,First Love
90116,"One Potato, Two Potato"
90211,Salaam Cinema
90319,At Sea
90341,Catching Hell
90397,"Return of Django (Son of Django) (Figlio di Django, Il)"
90428,Margaret
90469,Paranormal Activity 3
90524,Abduction
90526,Beginning of the Great Revival (a.k.a. The Founding of a Party)
90531,Shame
90537,"Love Affair, or the Case of the Missing Switchboard Operator (Ljubavni slucaj ili tragedija sluzbenice P.T.T.)"
90545,"True Story of Jesse James, The"
90559,TV Junkie
90598,Radioactive Dreams
90620,Mulan
90666,Crashing
90683,Black Cadillac
90704,Hamlet
90746,"Adventures of Tintin, The"
90811,Glasses (Megane)
90821,Capricious Summer (Rozmarné léto)
90827,Loft (Rofuto)
90868,Higher Ground
90933,"Deep Blue Sea, The"
90939,11-11-11 (11-11-11: The Prophecy)
91035,Wuthering Heights
91037,From Beyond the Grave (Creatures)
91054,Batman
91065,Bluebeard (Landru)
91167,"Inconvenient Tax, An"
91206,"Iron Rose, The (Rose de fer, La)"
91446,Run for Cover
91485,"Expendables 2, The"
91558,Flamenco (de Carlos Saura)
91560,"Funny Man, A (Dirch)"
91582,Stagecoach
91622,Young Adult
91632,G.I. Joe: A Real American Hero (G.I. Joe: The MASS Device)
91666,Last Holiday
91671,Alvin and the Chipmunks: Chipwrecked
91749,Sophie's Revenge (Fei chang wan mei)
91752,Pokemon: The Movie 2000
91755,Reagan
91808,Pariah
91821,"Muppet Family Christmas, A"
91927,"End of the Line, The"
91970,The Man Next Door
91976,"Grey, The"
91997,"Garden of Eden, The"
92079,"Nazis: A Warning from History, The"
92094,Einstein and Eddington
92104,40 Pounds of Trouble
92128,Disorder
92130,Red Psalm (Még kér a nép)
92176,"Grand Maneuver, The (Les grandes manoeuvres)"
92214,"Poseidon Adventure, The"
92240,Kagi (Odd Obsession)
92343,"Great Bank Hoax, The"
92352,Reel Injun
92354,"Man Called Sledge, A"
92516,She Gods of Shark Reef
92518,King Kong Escapes (Kingu Kongu no gyakushû)
92522,Frisco Jenny
92658,Kino-Eye (Kinoglaz)
92681,Journey 2: The Mysterious Island
92713,Forest of Bliss
92726,"Pearl, The (La perla)"
92728,"Summer by the River, A (Kuningasjätkä)"
92938,Ghost Rider: Spirit of Vengeance
93008,"Very Potter Sequel, A"
93136,One of Our Dinosaurs Is Missing
93162,Moscow Clad in Snow (Moscou sous la neige)
93270,Project X
93379,Genius Within: The Inner Life of Glenn Gould
93393,Great Directors
93420,"Art of Flight, The"
93459,In Gold We Trust (600 kilos d'or pur)
93479,"Round Up, The (La Rafle)"
93492,Like Water
93693,Casa de mi Padre
93700,Corman's World: Exploits of a Hollywood Rebel
93707,Prom Queen: The Marc Hall Story
93727,Human Lanterns (Ren pi deng long)
93766,Wrath of the Titans
93785,"Horrible Dr. Hichcock, The"
93792,Four Sided Triangle
93819,Absentia
93918,"Big Night, The"
93921,Housefull 2
94070,"Best Exotic Marigold Hotel, The"
94150,Hysteria
94312,"Catechism Cataclysm, The"
94429,"Swell Season, The"
94439,Jumping the Broom
94475,Amu
94494,96 Minutes
94573,"Last Play at Shea, The"
94780,Snow White and the Huntsman
94784,Olympian Holiday (Loma)
94810,Eva
94831,Leadbelly
94839,"Fish Child, The (El niño pez)"
94939,Sound of Noise
94953,Wanderlust
94955,Harriet Craig
94978,I Wish (Kiseki)
95021,Outer Space
95058,Cosmopolis
95137,"Needle, The (Igla)"
95197,Bel Ami
95216,Winning
95480,Disneyland Dream
95506,Extraterrestrial (Extraterrestre)
95517,"Barchester Chronicles, The"
95567,People Like Us
95583,Savages
95604,The War
95650,"Perfect Roommate, The"
95690,Some Guy Who Kills People
95754,From Beginning to End (Do Começo ao Fim)
95873,Ruby Sparks
95898,The Craigslist Killer
95967,Marriage Retreat
96011,Let's All Go to the Lobby
96022,Dick Tracy vs. Cueball
96066,"Love, Wedding, Marriage"
96082,"Thrushes Are Still Singing, The (Ta kourelia tragoudane akoma...)"
96146,Logan's War: Bound by Honor
96225,Identification Marks: None (Rysopis)
96304,Hara-Kiri: Death of a Samurai
96428,From the Life of the Marionettes (Aus dem Leben der Marionetten)
96451,Man Is Not a Bird (Covek nije tica)
96514,Life for Sale (Kotirauha)
96532,Do We Really Need the Moon?
96596,Branded
96629,Deathstalker
96631,Deathstalker II
96669,Stag Night
96737,Dredd
96805,Nobody Knows Anybody (Nadie conoce a nadie)
96851,Guilty Hearts
96853,Thin Ice
97039,"Man in Grey, The"
97055,7 Below (Seven Below)
97115,El tren de la memoria
97139,Blood of Dracula
97168,Marley
97216,Passion Play
97246,Charlie Chan in Egypt
97254,Shakespeare-Wallah
97280,We Are from the Future (My iz budushchego)
97300,Björk: Volumen
97328,Liberal Arts
97382,Under the Boardwalk: The Monopoly Story
97386,Choking Man
97401,Terumae romae (Thermae Romae)
97423,Michael
97526,"Sound of Fury, The"
97540,"Visiteurs du soir, Les (Devil's Envoys, The)"
97692,We Are Legion: The Story of the Hacktivists
97724,"Glamorous Life of Sachiko Hanai, The (Hatsujô kateikyôshi: sensei no aijiru)"
97752,Cloud Atlas
97779,Steve Jobs: The Lost Interview
97819,Witness to Murder
97866,"Imposter, The"
97870,"Sessions, The (Surrogate, The)"
97884,Submarine X-1
97921,Silver Linings Playbook
98000,Student of the Year
98015,Jack and Diane
98027,"Age of Innocence, The"
98083,Jackass 3.5
98120,Wishmaster 2: Evil Never Dies
98160,Nature Calls
98239,Red Dawn
98246,"Seafarers, The"
98344,Lovely to Look At
98367,"Perfect Family, The"
98402,Nokas
98441,Rebecca of Sunnybrook Farm
98485,Aftermath
98491,Paperman
98499,"Fearless Hyena, The (Xiao quan guai zhao)"
98520,Brooklyn Bridge
98695,Space Adventure Cobra
98783,Shaolin Temple 3: Martial Arts of Shaolin (Nan bei Shao Lin) (Martial Arts of Shaolin)
98786,Snowmageddon
98805,Miss Annie Rooney
98840,Audition (Konkurs)
98854,Hitman (Contract Killer) (Sat sau ji wong)
98956,Barfi!
98963,Neighbouring Sounds (O som ao redor)
99047,Chained
99085,Our Little Girl
99089,Poor Little Rich Girl
99364,Move (3 Zimmer/Küche/Bad)
99444,Blonde Ice
99493,Girl Walk: All Day
99525,Soldiers of Fortune
99530,Rurouni Kenshin (Rurôni Kenshin: Meiji kenkaku roman tan)
99562,"Misérables, Les"
99594,Offender
99642,Tiny Toon Adventures: How I Spent My Vacation
99665,L'homme qui rit
99679,"Guns, Girls and Gambling"
99695,Pusher
99724,K-11
99728,Gangster Squad
99768,Kiss the Bride
99787,"Haunted House, A"
99790,Sinners and Saints
99798,Somewhere in Palilula (Undeva la Palilula)
99855,"World's Greatest Athlete, The"
99937,Outpost: Black Sun
99970,First Shot
100034,Girl Model
100188,Palme
100244,"East, The"
100270,Love Loves Coincidences
100275,Return
100467,"Pink Jungle, The"
100496,Knucklehead
100645,Film Noir: Bringing Darkness to Light
100734,Escape (Flukt)
100810,Dark Skies
100902,911 in Plane Site
101068,"Solitude of Prime Numbers, The"
101188,Central Park
101197,"Inheritance, The (Karami-ai)"
101218,Leviathan
101222,Elevator
101262,Geek Charming
101322,"Crossing, The"
101360,"Call, The"
101362,Olympus Has Fallen
101446,"Big Circus, The"
101487,Storage
101579,Ocean Heaven
101653,Magadheera
101695,Hadersfild (Huddersfield)
101715,Loaded
101717,"Elusive Summer of '68, The (Varljivo leto '68)"
101761,Welcome to the Punch
101864,Oblivion
101904,Happy
101920,Black Rose Ascension (Kurobara shôten)
101947,From the Sky Down
101984,"Colors of the Mountain, The (Los colores de la montaña)"
102039,"Taming of the Shrew, The"
102070,Grabbers
102111,Going to Pieces: The Rise and Fall of the Slasher Film
102131,Valentino
102152,Middle of Nowhere
102188,Tunnel Rats (1968 Tunnel Rats)
102231,Dragon (Wu Xia)
102263,Ju-on: White Ghost
102352,"Three and Out (Deal Is a Deal, A)"
102447,Sweet Home
102544,Below the Belt
102682,Livid (Livide)
102744,Night at the Crossroads (La nuit du carrefour)
102798,"Devil's Carnival, The"
102856,3096 Days
102901,In the Park
102941,Special Forces (Forces spéciales)
102967,"Combat dans L'Ile, Le (Fire and Ice)"
103030,Any Day Now
103032,They Call Us Misfits (Dom kallar oss mods)
103050,Pyaar Ka Punchnama
103066,"Birders: The Central Park Effect (Central Park Effect, The)"
103130,AM1200
103182,Julius Caesar
103221,Not Suitable for Children
103233,LEGO Batman: The Movie - DC Heroes Unite
103259,K-911
103324,"Vampire, The"
103335,Despicable Me 2
103359,"Tempest, The"
103372,"Heat, The"
103382,"Last Seven, The"
103420,Life Without Dick
103422,"Beach Boys: An American Family, The"
103444,Woody Allen: A Documentary
103465,Call Girl
103549,"What's in a Name (Prénom, Le)"
103561,Big Star: Nothing Can Hurt Me
103563,Which Way Is the Front Line From Here?  The Life and Time of Tim Hetherington
103723,Mean Girls 2
103972,"Last Days, The (Últimos días, Los)"
104019,Blood Shot
104069,Louis C.K.: Oh My God
104074,Percy Jackson: Sea of Monsters
104097,My Little Pony: Equestria Girls
104101,Bloody Murder
104213,Growing Pains
104231,Drug War (Du zhan)
104243,Riddick
104247,"Fight, Zatoichi, Fight (Zatôichi kesshô-tabi) (Zatôichi 8)"
104270,Cameron's Closet
104307,"Souper, Le (Supper, The)"
104319,"First Grader, The"
104374,About Time
104390,When Nietzsche Wept
104406,Fill the Void (Lemale et ha'halal)
104506,Sparrows Dance
104518,Empire State
104604,Something Real and Good
104631,Adore
104638,"Planet of the Future, The"
104677,King Cobra
104923,This is Martin Bonner
104971,Imaginary Witness: Hollywood and the Holocaust
104996,Table No.21
105030,Ice Age Columbus: Who Were the First Americans?
105098,"Englishman in New York, An"
105101,"Dragonphoenix Chronicles: Indomitable, The"
105165,World Without End
105187,Linotype: The Film
105217,Adventures in Zambezia
105308,Scanners II: The New Order
105325,Bad Milo (Bad Milo!)
105357,Tyler Perry's Temptation: Confessions of a Marriage Counselor
105453,On the Job
105504,Captain Phillips
105506,Television Under the Swastika (Das Fernsehen unter dem Hakenkreuz)
105618,Four Eyes and Six-Guns
105630,Stitches
105659,Weird Woman
105715,Just Wright
105731,Carrie
105755,"Counselor, The"
105922,Backwoods
106062,Jackass Presents: Bad Grandpa
106080,Fragment of Fear
106163,"Touch of Sin, A (Tian zhu ding)"
106452,Ida
106540,Delivery Man
106618,My Louisiana Sky
106718,All Hat
106736,Bad Girls Go To Hell
106766,Inside Llewyn Davis
106863,Concrete Night (Betoniyö)
106881,Sweetwater
106998,Zatoichi Goes to the Fire Festival (Zatôichi abare-himatsuri) (Zatôichi 21)
107024,Sel8nne
107098,"Noose, The (Petla)"
